game_id,commence_time,snapshot_time,home_team,away_team,sport_key,sport_title,fa_ml_home,fa_ml_away,be_ml_home,be_ml_away,be_total_line,be_total_over_price,be_total_under_price,opening_fd_home_ml,closing_fd_home_ml,opening_pinnacle_ml_home_x,opening_pinnacle_spread_home_line_x,opening_pinnacle_total_line_x,closing_pinnacle_ml_home,closing_pinnacle_spread_home_line,closing_pinnacle_total_line,pinnacle_ml_home_movement,pinnacle_spread_home_line_movement,pinnacle_total_line_movement,opening_pinnacle_ml_home_y,opening_pinnacle_spread_home_line_y,opening_pinnacle_total_line_y,pi_spread_home_line,pi_spread_home_price,pi_spread_away_line,pi_spread_away_price,pi_total_line,pi_total_over_price,pi_total_under_price,pi_ml_home,pi_ml_away,opening_pinnacle_ml_home,opening_pinnacle_spread_home_line,opening_pinnacle_total_line
4542c2e6f6def5a5851130cb3f08de86,2021-06-20T17:06:00Z,2021-06-20T16:55:00Z,Pittsburgh Pirates,Cleveland Indians,baseball_mlb,MLB,-133.0,116.0,-141.0,115.0,8.5,-105.0,-115.0,-133.0,-133.0,-132.0,-1.5,8.0,-132.0,-1.5,8.0,0.0,0.0,0.0,-132.0,-1.5,8.0,-1.5,148.0,1.5,-164.0,8.0,-114.0,101.0,-132.0,122.0,-132.0,-1.5,8.0
1131e99ecca34d1f304fc056bb332b1d,2021-06-20T17:06:00Z,2021-06-20T16:55:00Z,New York Yankees,Oakland Athletics,baseball_mlb,MLB,-145.0,122.0,-149.0,125.0,9.5,-115.0,-105.0,-145.0,-145.0,-141.0,-1.5,10.0,-141.0,-1.5,10.0,0.0,0.0,0.0,-141.0,-1.5,10.0,-1.5,135.0,1.5,-149.0,10.0,-101.0,-111.0,-141.0,129.0,-141.0,-1.5,10.0
6a33c7f3d01cee5b52a456a177946930,2021-06-20T17:06:00Z,2021-06-20T16:55:00Z,Baltimore Orioles,Toronto Blue Jays,baseball_mlb,MLB,156.0,-185.0,155.0,-189.0,10.5,-105.0,-115.0,156.0,156.0,161.0,1.5,10.5,161.0,1.5,10.5,0.0,0.0,0.0,161.0,1.5,10.5,1.5,112.0,-1.5,-123.0,10.5,-109.0,-103.0,161.0,-175.0,161.0,1.5,10.5
b2679dece245ff2709ef1c02e21436ed,2021-06-20T18:21:00Z,2021-06-20T16:55:00Z,Chicago Cubs,Miami Marlins,baseball_mlb,MLB,-159.0,134.0,-164.0,140.0,9.5,100.0,-120.0,-159.0,-159.0,-147.0,-1.5,9.5,-147.0,-1.5,9.5,0.0,0.0,0.0,-147.0,-1.5,9.5,-1.5,129.0,1.5,-143.0,9.5,103.0,-116.0,-147.0,135.0,-147.0,-1.5,9.5
64065d01556eb2f9aa79b760d9421799,2021-06-20T18:11:00Z,2021-06-20T16:55:00Z,Kansas City Royals,Boston Red Sox,baseball_mlb,MLB,110.0,-130.0,110.0,-135.0,9.5,-115.0,-105.0,110.0,110.0,118.0,1.5,9.5,118.0,1.5,9.5,0.0,0.0,0.0,118.0,1.5,9.5,1.5,-127.0,-1.5,115.0,9.5,-112.0,100.0,118.0,-128.0,118.0,1.5,9.5
51deb432221ddd139e453bbd89370def,2021-06-20T18:36:00Z,2021-06-20T16:55:00Z,Texas Rangers,Minnesota Twins,baseball_mlb,MLB,110.0,-130.0,100.0,-120.0,8.5,-110.0,-110.0,110.0,110.0,116.0,1.5,8.5,116.0,1.5,8.5,0.0,0.0,0.0,116.0,1.5,8.5,1.5,-143.0,-1.5,128.0,8.5,103.0,-115.0,116.0,-125.0,116.0,1.5,8.5
36de7653ad4c864c7224d2050193f643,2021-06-20T20:06:00Z,2021-06-20T16:55:00Z,San Francisco Giants,Philadelphia Phillies,baseball_mlb,MLB,-130.0,110.0,-135.0,110.0,8.0,-105.0,-115.0,-130.0,-130.0,-132.0,-1.5,8.0,-132.0,-1.5,8.0,0.0,0.0,0.0,-132.0,-1.5,8.0,-1.5,148.0,1.5,-164.0,8.0,-102.0,-110.0,-132.0,121.0,-132.0,-1.5,8.0
c6e5e170623a2215649a0a3ce66cbd1d,2021-06-20T18:11:00Z,2021-06-20T16:55:00Z,Houston Astros,Chicago White Sox,baseball_mlb,MLB,-147.0,124.0,-145.0,120.0,8.5,-105.0,-115.0,-147.0,-147.0,-135.0,-1.5,8.5,-135.0,-1.5,8.5,0.0,0.0,0.0,-135.0,-1.5,8.5,-1.5,140.0,1.5,-154.0,8.5,-108.0,-105.0,-135.0,125.0,-135.0,-1.5,8.5
ed44de08c890c118ca1ead91e81569d2,2021-06-20T20:11:00Z,2021-06-20T16:55:00Z,San Diego Padres,Cincinnati Reds,baseball_mlb,MLB,-143.0,120.0,-154.0,125.0,7.5,-120.0,100.0,-143.0,-143.0,-133.0,-1.5,8.0,-133.0,-1.5,8.0,0.0,0.0,0.0,-133.0,-1.5,8.0,-1.5,148.0,1.5,-164.0,8.0,-104.0,-108.0,-133.0,123.0,-133.0,-1.5,8.0
72f6152c1b8e45bd92f4b0231dce6e8c,2021-06-20T19:10:00Z,2021-06-20T16:55:00Z,Colorado Rockies,Milwaukee Brewers,baseball_mlb,MLB,116.0,-135.0,110.0,-135.0,12.0,-110.0,-110.0,116.0,116.0,122.0,1.5,12.0,122.0,1.5,12.0,0.0,0.0,0.0,122.0,1.5,12.0,1.5,-122.0,-1.5,111.0,12.0,-103.0,-109.0,122.0,-133.0,122.0,1.5,12.0
8110857829122231e8f9b953f3a67566,2021-06-20T20:07:00Z,2021-06-20T16:55:00Z,Los Angeles Angels,Detroit Tigers,baseball_mlb,MLB,-167.0,140.0,-161.0,135.0,9.0,-120.0,100.0,-167.0,-167.0,-156.0,-1.5,9.5,-156.0,-1.5,9.5,0.0,0.0,0.0,-156.0,-1.5,9.5,-1.5,122.0,1.5,-133.0,9.5,-104.0,-108.0,-156.0,144.0,-156.0,-1.5,9.5
64b9e842ca6c6c367fcbd31e17543727,2021-06-20T20:10:00Z,2021-06-20T16:55:00Z,Seattle Mariners,Tampa Bay Rays,baseball_mlb,MLB,136.0,-161.0,135.0,-164.0,8.0,-110.0,-110.0,136.0,136.0,142.0,1.5,8.0,142.0,1.5,8.0,0.0,0.0,0.0,142.0,1.5,8.0,1.5,-116.0,-1.5,105.0,8.0,-110.0,-102.0,142.0,-154.0,142.0,1.5,8.0
474f5fc1b106af911b888c2c607b61eb,2021-06-20T20:11:00Z,2021-06-20T16:55:00Z,Arizona Diamondbacks,Los Angeles Dodgers,baseball_mlb,MLB,160.0,-189.0,165.0,-200.0,9.5,-110.0,-110.0,160.0,160.0,164.0,1.5,9.5,164.0,1.5,9.5,0.0,0.0,0.0,164.0,1.5,9.5,1.5,105.0,-1.5,-115.0,9.5,102.0,-115.0,164.0,-179.0,164.0,1.5,9.5
66fc44e9ef001c5127d55615e57427cf,2021-06-20T18:10:00Z,2021-06-20T16:55:00Z,Atlanta Braves,St. Louis Cardinals,baseball_mlb,MLB,,,-115.0,-105.0,7.5,-110.0,-110.0,,,-114.0,-1.5,7.5,-114.0,-1.5,7.5,0.0,0.0,0.0,-114.0,-1.5,7.5,-1.5,183.0,1.5,-208.0,7.5,102.0,-115.0,-114.0,105.0,-114.0,-1.5,7.5
032168450e9b69a8fc1b2c75bcfd54fd,2021-06-20T23:08:00Z,2021-06-20T16:55:00Z,Atlanta Braves,St. Louis Cardinals,baseball_mlb,MLB,,,-120.0,100.0,7.5,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,
bf251ba5395a0c5b9f8895202965f222,2021-06-21T21:10:00Z,2021-06-21T16:55:00Z,New York Mets,Atlanta Braves,baseball_mlb,MLB,,,-200.0,175.0,4.5,-115.0,-105.0,,,-213.0,-1.5,4.5,-213.0,-1.5,4.5,0.0,0.0,0.0,-213.0,-1.5,4.5,-1.5,113.0,1.5,-123.0,4.5,-123.0,111.0,-213.0,193.0,-213.0,-1.5,4.5
03cb39fccfba19f35843d4351f185022,2021-06-21T23:05:00Z,2021-06-21T16:55:00Z,Baltimore Orioles,Houston Astros,baseball_mlb,MLB,136.0,-161.0,150.0,-185.0,10.5,-115.0,-105.0,136.0,136.0,147.0,1.5,10.5,147.0,1.5,10.5,0.0,0.0,0.0,147.0,1.5,10.5,1.5,101.0,-1.5,-111.0,10.5,-112.0,100.0,147.0,-161.0,147.0,1.5,10.5
2044a98f209e2a0548a0745f95f46fc9,2021-06-22T00:05:00Z,2021-06-21T16:55:00Z,Chicago Cubs,Cleveland Indians,baseball_mlb,MLB,-152.0,128.0,-145.0,120.0,7.5,100.0,-120.0,-152.0,-152.0,-154.0,-1.5,7.0,-154.0,-1.5,7.0,0.0,0.0,0.0,-154.0,-1.5,7.0,-1.5,140.0,1.5,-156.0,7.0,-110.0,-102.0,-154.0,141.0,-154.0,-1.5,7.0
fc36556bd44790b00ccdb416b668d46e,2021-06-22T00:05:00Z,2021-06-21T16:55:00Z,Texas Rangers,Oakland Athletics,baseball_mlb,MLB,108.0,-127.0,115.0,-141.0,8.0,-110.0,-110.0,108.0,108.0,108.0,1.5,8.0,108.0,1.5,8.0,0.0,0.0,0.0,108.0,1.5,8.0,1.5,-152.0,-1.5,137.0,8.0,-112.0,-101.0,108.0,-118.0,108.0,1.5,8.0
e1823cb31b9054568b488ee1a3d0e05b,2021-06-22T02:11:00Z,2021-06-21T16:55:00Z,San Diego Padres,Los Angeles Dodgers,baseball_mlb,MLB,-132.0,112.0,-125.0,105.0,7.0,-115.0,-105.0,-132.0,-132.0,-123.0,-1.5,7.0,-123.0,-1.5,7.0,0.0,0.0,0.0,-123.0,-1.5,7.0,-1.5,165.0,1.5,-185.0,7.0,-122.0,109.0,-123.0,114.0,-123.0,-1.5,7.0
42376b98664658c7498770ca467f1eb2,2021-06-22T01:41:00Z,2021-06-21T16:55:00Z,Arizona Diamondbacks,Milwaukee Brewers,baseball_mlb,MLB,100.0,-118.0,100.0,-120.0,9.0,-120.0,100.0,100.0,100.0,106.0,1.5,9.5,106.0,1.5,9.5,0.0,0.0,0.0,106.0,1.5,9.5,1.5,-149.0,-1.5,135.0,9.5,-101.0,-111.0,106.0,-114.0,106.0,1.5,9.5
9f49dfe26d4e0969626f14328b51abde,2021-06-22T00:11:00Z,2021-06-21T16:55:00Z,Minnesota Twins,Cincinnati Reds,baseball_mlb,MLB,102.0,-120.0,105.0,-125.0,9.0,-115.0,-105.0,102.0,102.0,100.0,1.5,9.5,100.0,1.5,9.5,0.0,0.0,0.0,100.0,1.5,9.5,1.5,-154.0,-1.5,140.0,9.5,-102.0,-110.0,100.0,-109.0,100.0,1.5,9.5
f6858a487a941951ef47e9e5a82f72df,2021-06-22T17:11:00Z,2021-06-22T16:55:00Z,Minnesota Twins,Cincinnati Reds,baseball_mlb,MLB,-123.0,106.0,-120.0,100.0,9.0,-105.0,-115.0,-123.0,-123.0,-120.0,-1.5,9.0,-120.0,-1.5,9.0,0.0,0.0,0.0,-120.0,-1.5,9.0,-1.5,162.0,1.5,-182.0,9.0,-102.0,-111.0,-120.0,112.0,-120.0,-1.5,9.0
3f6259fed03022caae096c5c440db943,2021-06-22T23:06:00Z,2021-06-22T16:55:00Z,Baltimore Orioles,Houston Astros,baseball_mlb,MLB,166.0,-196.0,165.0,-200.0,9.5,100.0,-120.0,166.0,166.0,162.0,1.5,9.5,162.0,1.5,9.5,0.0,0.0,0.0,162.0,1.5,9.5,1.5,115.0,-1.5,-128.0,9.5,101.0,-114.0,162.0,-179.0,162.0,1.5,9.5
5ece23ade97741063061a3671707fb04,2021-06-22T23:11:00Z,2021-06-22T16:55:00Z,New York Mets,Atlanta Braves,baseball_mlb,MLB,-108.0,-108.0,-110.0,-110.0,7.0,-115.0,-105.0,-108.0,-108.0,-102.0,-1.5,7.0,-102.0,-1.5,7.0,0.0,0.0,0.0,-102.0,-1.5,7.0,-1.5,202.0,1.5,-227.0,7.0,-118.0,105.0,-102.0,-106.0,-102.0,-1.5,7.0
e074d1a8c2cf0e70bb09d23d0ec86aab,2021-06-22T23:11:00Z,2021-06-22T16:55:00Z,Detroit Tigers,St. Louis Cardinals,baseball_mlb,MLB,100.0,-118.0,100.0,-120.0,9.0,-105.0,-115.0,100.0,100.0,106.0,1.5,8.5,106.0,1.5,8.5,0.0,0.0,0.0,106.0,1.5,8.5,1.5,-147.0,-1.5,134.0,8.5,-118.0,105.0,106.0,-115.0,106.0,1.5,8.5
e5f258b0b2cf3c42824de146dada0938,2021-06-23T00:05:00Z,2021-06-22T16:55:00Z,Texas Rangers,Oakland Athletics,baseball_mlb,MLB,110.0,-130.0,120.0,-145.0,9.0,-115.0,-105.0,110.0,110.0,118.0,1.5,9.5,118.0,1.5,9.5,0.0,0.0,0.0,118.0,1.5,9.5,1.5,-128.0,-1.5,116.0,9.5,103.0,-116.0,118.0,-128.0,118.0,1.5,9.5
4a780d88cfb585ffd3f77870fb660529,2021-06-23T01:39:00Z,2021-06-22T16:55:00Z,Los Angeles Angels,San Francisco Giants,baseball_mlb,MLB,-127.0,108.0,-135.0,110.0,8.5,-120.0,100.0,-127.0,-127.0,-125.0,-1.5,9.0,-125.0,-1.5,9.0,0.0,0.0,0.0,-125.0,-1.5,9.0,-1.5,156.0,1.5,-175.0,9.0,-105.0,-108.0,-125.0,116.0,-125.0,-1.5,9.0
e8a38d8b37b6458dca993b347e12415d,2021-06-23T02:11:00Z,2021-06-22T16:55:00Z,Seattle Mariners,Colorado Rockies,baseball_mlb,MLB,-161.0,136.0,-161.0,135.0,8.5,-105.0,-115.0,-161.0,-161.0,-154.0,-1.5,8.5,-154.0,-1.5,8.5,0.0,0.0,0.0,-154.0,-1.5,8.5,-1.5,126.0,1.5,-139.0,8.5,-108.0,-104.0,-154.0,142.0,-154.0,-1.5,8.5
16ec856e7f81f0422e93e0ef2cd7fc3f,2021-06-22T23:10:00Z,2021-06-22T16:55:00Z,Miami Marlins,Toronto Blue Jays,baseball_mlb,MLB,-127.0,108.0,-120.0,100.0,7.5,-110.0,-110.0,-127.0,-127.0,-120.0,-1.5,7.5,-120.0,-1.5,7.5,0.0,0.0,0.0,-120.0,-1.5,7.5,-1.5,180.0,1.5,-204.0,7.5,-110.0,-102.0,-120.0,111.0,-120.0,-1.5,7.5
8a6166819edfd6e226661d443327f09e,2021-06-23T01:41:00Z,2021-06-22T16:55:00Z,Arizona Diamondbacks,Milwaukee Brewers,baseball_mlb,MLB,120.0,-143.0,125.0,-149.0,7.5,-115.0,-105.0,120.0,120.0,131.0,1.5,7.5,131.0,1.5,7.5,0.0,0.0,0.0,131.0,1.5,7.5,1.5,-123.0,-1.5,112.0,7.5,-112.0,100.0,131.0,-143.0,131.0,1.5,7.5
5e7c09af72d5c034325603755f45f7fe,2021-06-23T00:06:00Z,2021-06-22T16:55:00Z,Chicago Cubs,Cleveland Indians,baseball_mlb,MLB,-213.0,180.0,-200.0,165.0,9.0,-105.0,-115.0,-213.0,-213.0,-200.0,-1.5,9.0,-200.0,-1.5,9.0,0.0,0.0,0.0,-200.0,-1.5,9.0,-1.5,-103.0,1.5,-108.0,9.0,-101.0,-111.0,-200.0,181.0,-200.0,-1.5,9.0
98f40c1d82683970e2fcfcee493d26c1,2021-06-23T02:11:00Z,2021-06-22T16:55:00Z,San Diego Padres,Los Angeles Dodgers,baseball_mlb,MLB,-106.0,-110.0,-110.0,-110.0,7.5,-105.0,-115.0,-106.0,-106.0,102.0,1.5,7.5,102.0,1.5,7.5,0.0,0.0,0.0,102.0,1.5,7.5,1.5,-175.0,-1.5,158.0,7.5,-108.0,-105.0,102.0,-111.0,102.0,1.5,7.5
00b4c4b310278264f56fb81d1db6795c,2021-06-22T23:05:00Z,2021-06-22T16:55:00Z,Philadelphia Phillies,Washington Nationals,baseball_mlb,MLB,-127.0,108.0,-135.0,110.0,6.0,-120.0,100.0,-127.0,-127.0,-118.0,-1.5,6.5,-118.0,-1.5,6.5,0.0,0.0,0.0,-118.0,-1.5,6.5,-1.5,182.0,1.5,-204.0,6.5,-103.0,-109.0,-118.0,109.0,-118.0,-1.5,6.5
5db15e2aeedd50e5cdaed193abb80afd,2021-06-22T23:06:00Z,2021-06-22T16:55:00Z,Pittsburgh Pirates,Chicago White Sox,baseball_mlb,MLB,146.0,-175.0,135.0,-164.0,7.5,-120.0,100.0,146.0,146.0,157.0,1.5,8.0,157.0,1.5,8.0,0.0,0.0,0.0,157.0,1.5,8.0,1.5,-103.0,-1.5,-108.0,8.0,-104.0,-108.0,157.0,-172.0,157.0,1.5,8.0
ced1846a7c345fc68f496b80e36a6aac,2021-06-22T23:06:00Z,2021-06-22T16:55:00Z,New York Yankees,Kansas City Royals,baseball_mlb,MLB,-278.0,225.0,-278.0,220.0,7.5,-110.0,-110.0,-278.0,-278.0,-256.0,-1.5,7.5,-256.0,-1.5,7.5,0.0,0.0,0.0,-256.0,-1.5,7.5,-1.5,-128.0,1.5,116.0,7.5,-110.0,-102.0,-256.0,230.0,-256.0,-1.5,7.5
b3ea3bf5c5cfedd394c7ae2c654322cc,2021-06-22T23:11:00Z,2021-06-22T16:55:00Z,Tampa Bay Rays,Boston Red Sox,baseball_mlb,MLB,-123.0,106.0,-120.0,100.0,8.0,-110.0,-110.0,-123.0,-123.0,-122.0,-1.5,8.0,-122.0,-1.5,8.0,0.0,0.0,0.0,-122.0,-1.5,8.0,-1.5,157.0,1.5,-175.0,8.0,-101.0,-111.0,-122.0,113.0,-122.0,-1.5,8.0
1ff1b2817bcdd1032b1685426ffd3b72,2021-06-23T23:10:00Z,2021-06-23T16:55:00Z,Tampa Bay Rays,Boston Red Sox,baseball_mlb,MLB,-147.0,126.0,-149.0,125.0,8.5,-120.0,100.0,-147.0,-147.0,-145.0,-1.5,9.0,-145.0,-1.5,9.0,0.0,0.0,0.0,-145.0,-1.5,9.0,-1.5,136.0,1.5,-152.0,9.0,-101.0,-111.0,-145.0,133.0,-145.0,-1.5,9.0
70488436dc8564d9f6aa97daca272f04,2021-06-24T00:05:00Z,2021-06-23T16:55:00Z,Texas Rangers,Oakland Athletics,baseball_mlb,MLB,120.0,-143.0,110.0,-130.0,9.5,-110.0,-110.0,120.0,120.0,133.0,1.5,9.5,133.0,1.5,9.5,0.0,0.0,0.0,133.0,1.5,9.5,1.5,-114.0,-1.5,103.0,9.5,-102.0,-110.0,133.0,-145.0,133.0,1.5,9.5
eeaa6f2d95e910c02fea86ea5f9d8408,2021-06-23T20:10:00Z,2021-06-23T16:55:00Z,Seattle Mariners,Colorado Rockies,baseball_mlb,MLB,-106.0,-110.0,-105.0,-115.0,8.5,-105.0,-115.0,-106.0,-106.0,-104.0,1.5,8.5,-104.0,1.5,8.5,0.0,0.0,0.0,-104.0,1.5,8.5,1.5,-167.0,-1.5,150.0,8.5,-104.0,-108.0,-104.0,-104.0,-104.0,1.5,8.5
83d37e64a2988836ef63e27415f67db6,2021-06-24T02:10:00Z,2021-06-23T16:55:00Z,San Diego Padres,Los Angeles Dodgers,baseball_mlb,MLB,-112.0,-104.0,-115.0,-105.0,7.0,-120.0,100.0,-112.0,-112.0,-114.0,-1.5,7.5,-114.0,-1.5,7.5,0.0,0.0,0.0,-114.0,-1.5,7.5,-1.5,187.0,1.5,-213.0,7.5,102.0,-114.0,-114.0,106.0,-114.0,-1.5,7.5
b7ac3bdde3c5003823955247bfeee0f3,2021-06-23T17:06:00Z,2021-06-23T16:55:00Z,Philadelphia Phillies,Washington Nationals,baseball_mlb,MLB,-108.0,-108.0,-115.0,-105.0,9.0,-105.0,-115.0,-108.0,-108.0,-108.0,1.5,9.0,-108.0,1.5,9.0,0.0,0.0,0.0,-108.0,1.5,9.0,1.5,-169.0,-1.5,152.0,9.0,104.0,-118.0,-108.0,100.0,-108.0,1.5,9.0
e4a916b387c0a299b7cd508b90fe896e,2021-06-23T17:11:00Z,2021-06-23T16:55:00Z,Detroit Tigers,St. Louis Cardinals,baseball_mlb,MLB,104.0,-122.0,-105.0,-115.0,9.0,-115.0,-105.0,104.0,104.0,109.0,1.5,9.0,109.0,1.5,9.0,0.0,0.0,0.0,109.0,1.5,9.0,1.5,-143.0,-1.5,128.0,9.0,-118.0,105.0,109.0,-118.0,109.0,1.5,9.0
12c77e83e39faa474966003a19f435b0,2021-06-23T23:06:00Z,2021-06-23T16:55:00Z,Baltimore Orioles,Houston Astros,baseball_mlb,MLB,172.0,-204.0,165.0,-200.0,9.5,-115.0,-105.0,172.0,172.0,176.0,1.5,10.0,176.0,1.5,10.0,0.0,0.0,0.0,176.0,1.5,10.0,1.5,113.0,-1.5,-125.0,10.0,101.0,-114.0,176.0,-192.0,176.0,1.5,10.0
6f4db0a8e0b194c2a09151e92d494871,2021-06-23T19:41:00Z,2021-06-23T16:55:00Z,Arizona Diamondbacks,Milwaukee Brewers,baseball_mlb,MLB,188.0,-227.0,180.0,-227.0,7.5,-110.0,-110.0,188.0,188.0,195.0,1.5,7.5,195.0,1.5,7.5,0.0,0.0,0.0,195.0,1.5,7.5,1.5,120.0,-1.5,-132.0,7.5,-108.0,-104.0,195.0,-217.0,195.0,1.5,7.5
2f92cca914ebcaa94081f8b65beb38b6,2021-06-23T23:06:00Z,2021-06-23T16:55:00Z,New York Yankees,Kansas City Royals,baseball_mlb,MLB,-179.0,152.0,-175.0,145.0,10.0,-105.0,-115.0,-179.0,-179.0,-167.0,-1.5,9.5,-167.0,-1.5,9.5,0.0,0.0,0.0,-167.0,-1.5,9.5,-1.5,116.0,1.5,-128.0,9.5,-114.0,101.0,-167.0,153.0,-167.0,-1.5,9.5
f1ff9576529ad800972e3312215f33bf,2021-06-23T20:08:00Z,2021-06-23T16:55:00Z,Los Angeles Angels,San Francisco Giants,baseball_mlb,MLB,-104.0,-112.0,-105.0,-115.0,8.0,-115.0,-105.0,-104.0,-104.0,-101.0,1.5,8.0,-101.0,1.5,8.0,0.0,0.0,0.0,-101.0,1.5,8.0,1.5,-159.0,-1.5,143.0,8.0,-111.0,-102.0,-101.0,-108.0,-101.0,1.5,8.0
e4af9d1fdcafa91c3cf0d7cdddc2fde5,2021-06-23T23:11:00Z,2021-06-23T16:55:00Z,Miami Marlins,Toronto Blue Jays,baseball_mlb,MLB,114.0,-133.0,100.0,-120.0,7.5,100.0,-120.0,114.0,114.0,106.0,1.5,7.5,106.0,1.5,7.5,0.0,0.0,0.0,106.0,1.5,7.5,1.5,-167.0,-1.5,149.0,7.5,105.0,-118.0,106.0,-114.0,106.0,1.5,7.5
1c3c597a49e78b8c035a392f6c5b1380,2021-06-23T23:11:00Z,2021-06-23T16:55:00Z,New York Mets,Atlanta Braves,baseball_mlb,MLB,-130.0,110.0,-125.0,105.0,9.0,-110.0,-110.0,-130.0,-130.0,-123.0,-1.5,8.5,-123.0,-1.5,8.5,0.0,0.0,0.0,-123.0,-1.5,8.5,-1.5,165.0,1.5,-185.0,8.5,-119.0,106.0,-123.0,114.0,-123.0,-1.5,8.5
a42d4693e2f2b273102439600a176a0f,2021-06-24T17:06:00Z,2021-06-24T16:55:00Z,New York Yankees,Kansas City Royals,baseball_mlb,MLB,-213.0,180.0,-200.0,170.0,9.0,-115.0,-105.0,-213.0,-213.0,-200.0,-1.5,9.0,-200.0,-1.5,9.0,0.0,0.0,0.0,-200.0,-1.5,9.0,-1.5,-104.0,1.5,-106.0,9.0,-105.0,-108.0,-200.0,181.0,-200.0,-1.5,9.0
ec42cacfb2367d8620cbf86d8d07a37c,2021-06-24T18:06:00Z,2021-06-24T16:55:00Z,Texas Rangers,Oakland Athletics,baseball_mlb,MLB,128.0,-152.0,125.0,-149.0,8.0,-110.0,-110.0,128.0,128.0,134.0,1.5,8.0,134.0,1.5,8.0,0.0,0.0,0.0,134.0,1.5,8.0,1.5,-116.0,-1.5,105.0,8.0,-112.0,100.0,134.0,-147.0,134.0,1.5,8.0
6eb8aeed02b577ccebd953073396e461,2021-06-24T23:11:00Z,2021-06-24T16:55:00Z,Miami Marlins,Washington Nationals,baseball_mlb,MLB,100.0,-118.0,105.0,-125.0,8.5,-105.0,-115.0,100.0,100.0,105.0,1.5,8.5,105.0,1.5,8.5,0.0,0.0,0.0,105.0,1.5,8.5,1.5,-161.0,-1.5,145.0,8.5,-104.0,-108.0,105.0,-114.0,105.0,1.5,8.5
76cb529e0d3c74a166b1ecaa25511f5a,2021-06-25T00:11:00Z,2021-06-24T16:55:00Z,Minnesota Twins,Cleveland Indians,baseball_mlb,MLB,-189.0,158.0,-185.0,150.0,9.0,-110.0,-110.0,-189.0,-189.0,-189.0,-1.5,9.0,-189.0,-1.5,9.0,0.0,0.0,0.0,-189.0,-1.5,9.0,-1.5,101.0,1.5,-111.0,9.0,-118.0,105.0,-189.0,172.0,-189.0,-1.5,9.0
34634e75767abe7b6c5ba1afdc429d63,2021-06-25T00:16:00Z,2021-06-24T16:55:00Z,St. Louis Cardinals,Pittsburgh Pirates,baseball_mlb,MLB,-161.0,136.0,-154.0,125.0,9.0,-110.0,-110.0,-161.0,-161.0,-152.0,-1.5,9.0,-152.0,-1.5,9.0,0.0,0.0,0.0,-152.0,-1.5,9.0,-1.5,125.0,1.5,-139.0,9.0,-109.0,-103.0,-152.0,139.0,-152.0,-1.5,9.0
04e4274053cd73ac33a05003ae8faccc,2021-06-25T02:11:00Z,2021-06-24T16:55:00Z,Los Angeles Dodgers,Chicago Cubs,baseball_mlb,MLB,-263.0,215.0,-250.0,200.0,8.5,-110.0,-110.0,-263.0,-263.0,-250.0,-1.5,8.5,-250.0,-1.5,8.5,0.0,0.0,0.0,-250.0,-1.5,8.5,-1.5,-123.0,1.5,111.0,8.5,-111.0,-102.0,-250.0,223.0,-250.0,-1.5,8.5
1ff9dbb686e352bcee0a93cc2fabe22c,2021-06-24T23:11:00Z,2021-06-24T16:55:00Z,Detroit Tigers,Houston Astros,baseball_mlb,MLB,190.0,-233.0,180.0,-227.0,9.5,-115.0,-105.0,190.0,190.0,198.0,1.5,9.5,198.0,1.5,9.5,0.0,0.0,0.0,198.0,1.5,9.5,1.5,129.0,-1.5,-143.0,9.5,-115.0,102.0,198.0,-217.0,198.0,1.5,9.5
acfa00b69bb77bd26f2b04b156377b76,2021-06-24T23:08:00Z,2021-06-24T16:55:00Z,Toronto Blue Jays,Baltimore Orioles,baseball_mlb,MLB,-189.0,158.0,-200.0,165.0,10.5,-115.0,-105.0,-189.0,-189.0,-196.0,-1.5,10.5,-196.0,-1.5,10.5,0.0,0.0,0.0,-196.0,-1.5,10.5,-1.5,-109.0,1.5,-101.0,10.5,-112.0,100.0,-196.0,180.0,-196.0,-1.5,10.5
4ee7118375935516c924aec0fce5d35a,2021-06-24T23:11:00Z,2021-06-24T16:55:00Z,Tampa Bay Rays,Boston Red Sox,baseball_mlb,MLB,-110.0,-106.0,-115.0,-105.0,9.0,-110.0,-110.0,-110.0,-110.0,-108.0,-1.5,9.0,-108.0,-1.5,9.0,0.0,0.0,0.0,-108.0,-1.5,9.0,-1.5,167.0,1.5,-189.0,9.0,101.0,-114.0,-108.0,-101.0,-108.0,-1.5,9.0
d2caa23987788f310635857f138c52ca,2021-06-24T23:10:00Z,2021-06-24T16:55:00Z,Cincinnati Reds,Atlanta Braves,baseball_mlb,MLB,-110.0,-106.0,-115.0,-105.0,10.0,-115.0,-105.0,-110.0,-110.0,-104.0,-1.5,10.5,-104.0,-1.5,10.5,0.0,0.0,0.0,-104.0,-1.5,10.5,-1.5,169.0,1.5,-189.0,10.5,-108.0,-104.0,-104.0,-104.0,-104.0,-1.5,10.5
